Row ID,Order ID,Order Date,Category,Sub-Category,Sales,Quantity,Discount,Profit,State,Sales per Unit,Discount _Flag,Leakage_Flag,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,Postal Code,Region,Product ID,,,Product Name
7954,CA-2014-138359,04/01/2014,Office Supplies,Storage,66.96,4,0,2.68,Massachusetts,16.74,Normal,Normal,06/04/2014,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Revere,2151,East,OFF-ST-10000636,,,Fellowes PB200 Plastic Comb Binding Machine
7955,CA-2014-138359,04/01/2014,Office Supplies,Binders,6.24,2,0,3.06,Massachusetts,3.12,Normal,Normal,06/04/2014,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Revere,2151,East,OFF-BI-10000145,,,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter"
245,CA-2014-131926,06/01/2014,Furniture,Chairs,2001.86,7,0,580.54,Minnesota,285.98,Normal,Normal,06/06/2014,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,55044,Central,FUR-CH-10004063,,,Storex DuraTech Recycled Plastic Frosted Binders
246,CA-2014-131926,06/01/2014,Office Supplies,Storage,166.72,2,0,41.68,Minnesota,83.36,Normal,Normal,06/06/2014,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,55044,Central,OFF-ST-10002276,,,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D"
247,CA-2014-131926,06/01/2014,Office Supplies,Paper,47.88,6,0,23.94,Minnesota,7.98,Normal,Normal,06/06/2014,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,55044,Central,OFF-PA-10004082,,,Fellowes Super Stor/Drawer
248,CA-2014-131926,06/01/2014,Office Supplies,Appliances,1503.25,5,0,496.07,Minnesota,300.65,Normal,Normal,06/06/2014,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,55044,Central,OFF-AP-10002945,,,Newell 341
249,CA-2014-131926,06/01/2014,Office Supplies,Paper,25.92,4,0,12.44,Minnesota,6.48,Normal,Normal,06/06/2014,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,55044,Central,OFF-PA-10000061,,,Cisco SPA 501G IP Phone
307,CA-2014-111003,06/01/2014,Office Supplies,Binders,45.48,3,0,20.92,New Jersey,15.16,Normal,Normal,06/06/2014,Standard Class,CR-12625,Corey Roper,Home Office,United States,Lakewood,8701,East,OFF-BI-10001072,,,"Wilson Jones Hanging View Binder, White, 1"""
308,CA-2014-111003,06/01/2014,Office Supplies,Art,289.20,6,0,83.87,New Jersey,48.2,Normal,Normal,06/06/2014,Standard Class,CR-12625,Corey Roper,Home Office,United States,Lakewood,8701,East,OFF-AR-10002135,,,Newell 318
2201,US-2014-165659,06/01/2014,Furniture,Furnishings,22.20,6,0,9.10,Arkansas,3.7,Normal,Normal,06/06/2014,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Little Rock,72209,South,FUR-FU-10001935,,,"Acco Six-Outlet Power Strip, 4' Cord Length"
2202,US-2014-165659,06/01/2014,Technology,Phones,881.93,7,0,229.30,Arkansas,125.99,Normal,Normal,06/06/2014,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Little Rock,72209,South,TEC-PH-10002563,,,"Global Deluxe Stacking Chair, Gray"
9150,US-2014-157070,06/01/2014,Office Supplies,Binders,138.56,4,0,66.51,Michigan,34.64,Normal,Normal,06/06/2014,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Detroit,48234,Central,OFF-BI-10001765,,,Bretford CR4500 Series Slim Rectangular Table
9151,US-2014-157070,06/01/2014,Office Supplies,Appliances,65.52,5,0.1,12.38,Michigan,13.104,Normal,Normal,06/06/2014,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Detroit,48234,Central,OFF-AP-10004859,,,Wilson Jones Active Use Binders
716,CA-2014-153150,07/01/2014,Office Supplies,Binders,19.92,5,0.2,6.97,Washington,3.984,Normal,Normal,06/07/2014,Second Class,Dl-13600,Dorris liebe,Corporate,United States,Seattle,98105,West,OFF-BI-10003355,,,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive
1319,CA-2014-160773,07/01/2014,Technology,Phones,575.92,2,0.2,71.99,Florida,287.96,Normal,Normal,05/07/2014,Standard Class,LW-16825,Laurel Workman,Corporate,United States,Deltona,32725,South,TEC-PH-10004586,,,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish"
1320,CA-2014-160773,07/01/2014,Office Supplies,Binders,5.18,6,0.7,-3.63,Florida,0.864,High Discount,Revenue Leakage,05/07/2014,Standard Class,LW-16825,Laurel Workman,Corporate,United States,Deltona,32725,South,OFF-BI-10000546,,,Avery Recycled Flexi-View Covers for Binding Systems
1838,CA-2014-117345,08/01/2014,Office Supplies,Labels,17.54,3,0.2,5.92,North Carolina,5.848,Normal,Normal,05/08/2014,Standard Class,BF-10975,Barbara Fisher,Corporate,United States,Charlotte,28205,South,OFF-LA-10000240,,,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock"
1839,CA-2014-117345,08/01/2014,Furniture,Furnishings,44.13,4,0.2,12.14,North Carolina,11.032,Normal,Normal,05/08/2014,Standard Class,BF-10975,Barbara Fisher,Corporate,United States,Charlotte,28205,South,FUR-FU-10000629,,,Poly String Tie Envelopes
1840,CA-2014-117345,08/01/2014,Office Supplies,Appliances,62.92,1,0.2,10.22,North Carolina,62.92,Normal,Normal,05/08/2014,Standard Class,BF-10975,Barbara Fisher,Corporate,United States,Charlotte,28205,South,OFF-AP-10001005,,,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain"
1841,CA-2014-117345,08/01/2014,Office Supplies,Paper,78.30,2,0.2,29.36,North Carolina,39.152,Normal,Normal,05/08/2014,Standard Class,BF-10975,Barbara Fisher,Corporate,United States,Charlotte,28205,South,OFF-PA-10002377,,,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red"
2173,CA-2014-152296,08/01/2014,Office Supplies,Binders,19.75,3,0.2,6.91,California,6.584,Normal,Normal,03/08/2014,First Class,IL-15100,Ivan Liston,Consumer,United States,San Francisco,94122,West,OFF-BI-10004506,,,Lumber Crayons
2411,CA-2014-162684,08/01/2014,Office Supplies,Fasteners,5.68,2,0.2,1.92,Pennsylvania,2.84,Normal,Normal,06/08/2014,Standard Class,AS-10630,Ann Steele,Home Office,United States,Philadelphia,19120,East,OFF-FA-10000992,,,Easy-staple paper
1162,CA-2014-126522,09/01/2014,Office Supplies,Art,53.94,3,0,15.64,California,17.98,Normal,Normal,05/09/2014,Second Class,LT-16765,Larry Tron,Consumer,United States,Escondido,92025,West,OFF-AR-10004042,,,GE 30524EE4
3194,CA-2014-165428,09/01/2014,Office Supplies,Binders,3.65,3,0.8,-6.02,Texas,1.216,High Discount,Revenue Leakage,04/09/2014,First Class,JL-15130,Jack Lebron,Consumer,United States,Houston,77036,Central,OFF-BI-10002949,,,"Electrix Architect's Clamp-On Swing Arm Lamp, Black"
3195,CA-2014-165428,09/01/2014,Office Supplies,Paper,31.10,6,0.2,10.89,Texas,5.184,Normal,Normal,04/09/2014,First Class,JL-15130,Jack Lebron,Consumer,United States,Houston,77036,Central,OFF-PA-10004100,,,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes"
8242,CA-2014-109855,09/01/2014,Office Supplies,Binders,23.74,2,0.2,8.31,New York,11.872,Normal,Normal,05/09/2014,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,New York City,10009,East,OFF-BI-10004716,,,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors"
8243,CA-2014-109855,09/01/2014,Technology,Accessories,357.00,3,0,57.12,New York,119,Normal,Normal,05/09/2014,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,New York City,10009,East,TEC-AC-10002842,,,"Global Fabric Manager's Chair, Dark Gray"
8706,US-2014-132745,10/01/2014,Office Supplies,Fasteners,4.71,1,0,0.00,Nevada,4.71,Normal,Normal,05/10/2014,Standard Class,NF-18475,Neil Französisch,Home Office,United States,Reno,89502,West,OFF-FA-10000254,,,Plantronics HL10 Handset Lifter
806,CA-2014-134313,11/01/2014,Office Supplies,Art,43.18,3,0.2,4.32,Colorado,14.392,Normal,Normal,07/11/2014,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Denver,80219,West,OFF-AR-10001897,,,Panasonic Kx-TS550
807,CA-2014-134313,11/01/2014,Technology,Phones,1983.97,4,0.2,248.00,Colorado,495.992,Normal,Normal,07/11/2014,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Denver,80219,West,TEC-PH-10001795,,,"Eldon Base for stackable storage shelf, platinum"
2832,CA-2014-148915,11/01/2014,Office Supplies,Storage,443.92,5,0.2,-94.33,Oregon,88.784,Normal,Revenue Leakage,05/11/2014,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Portland,97206,West,OFF-ST-10001128,,,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers"
2833,CA-2014-148915,11/01/2014,Technology,Phones,155.98,3,0.2,54.59,Oregon,51.992,Normal,Normal,05/11/2014,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Portland,97206,West,TEC-PH-10000673,,,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack"
4066,CA-2014-102673,11/01/2014,Office Supplies,Fasteners,7.52,5,0.2,1.41,North Carolina,1.504,Normal,Normal,05/11/2014,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Charlotte,28205,South,OFF-FA-10003021,,,Wilson Jones Leather-Like Binders with DublLock Round Rings
4067,CA-2014-102673,11/01/2014,Office Supplies,Art,10.27,3,0.2,0.90,North Carolina,3.424,Normal,Normal,05/11/2014,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Charlotte,28205,South,OFF-AR-10000634,,,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black"
4068,CA-2014-102673,11/01/2014,Office Supplies,Labels,47.81,12,0.2,15.54,North Carolina,3.984,Normal,Normal,05/11/2014,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Charlotte,28205,South,OFF-LA-10001771,,,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive
4069,CA-2014-102673,11/01/2014,Technology,Phones,978.84,9,0.2,110.12,North Carolina,108.76,Normal,Normal,05/11/2014,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Charlotte,28205,South,TEC-PH-10004434,,,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite"
4159,CA-2014-126907,11/01/2014,Office Supplies,Paper,15.70,3,0.2,5.10,Illinois,5.232,Normal,Normal,08/11/2014,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Chicago,60610,Central,OFF-PA-10000533,,,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack"
4828,CA-2014-152562,11/01/2014,Office Supplies,Storage,69.52,2,0,19.47,Kentucky,34.76,Normal,Normal,08/11/2014,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Richmond,40475,South,OFF-ST-10000464,,,Avery 485
4829,CA-2014-152562,11/01/2014,Office Supplies,Art,5.64,3,0,1.64,Kentucky,1.88,Normal,Normal,08/11/2014,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Richmond,40475,South,OFF-AR-10001919,,,Longer-Life Soft White Bulbs
5896,CA-2014-168305,11/01/2014,Office Supplies,Labels,44.40,3,0,22.20,California,14.8,Normal,Normal,08/11/2014,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Los Angeles,90049,West,OFF-LA-10003498,,,"Global Leather Task Chair, Black"
5897,CA-2014-168305,11/01/2014,Office Supplies,Paper,21.40,5,0,9.63,California,4.28,Normal,Normal,08/11/2014,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Los Angeles,90049,West,OFF-PA-10004947,,,Advantus Push Pins
7559,US-2014-137155,11/01/2014,Office Supplies,Appliances,533.94,3,0,154.84,New York,177.98,Normal,Normal,05/11/2014,Standard Class,DL-12925,Daniel Lacy,Consumer,United States,Long Beach,11561,East,OFF-AP-10002518,,,AT&T CL83451 4-Handset Telephone
7560,US-2014-137155,11/01/2014,Office Supplies,Paper,167.94,3,0,82.29,New York,55.98,Normal,Normal,05/11/2014,Standard Class,DL-12925,Daniel Lacy,Consumer,United States,Long Beach,11561,East,OFF-PA-10000806,,,Home/Office Personal File Carts
7561,US-2014-137155,11/01/2014,Furniture,Furnishings,31.68,6,0,9.82,New York,5.28,Normal,Normal,05/11/2014,Standard Class,DL-12925,Daniel Lacy,Consumer,United States,Long Beach,11561,East,FUR-FU-10003142,,,Xerox 232
8389,CA-2014-139423,11/01/2014,Office Supplies,Appliances,76.12,2,0,22.07,New Jersey,38.06,Normal,Normal,05/11/2014,Standard Class,DG-13300,Deirdre Greer,Corporate,United States,Orange,7050,East,OFF-AP-10004708,,,Novimex Turbo Task Chair
9869,CA-2014-114195,11/01/2014,Furniture,Furnishings,68.70,2,0.2,16.32,Ohio,34.352,Normal,Normal,03/11/2014,First Class,EA-14035,Erin Ashbrook,Corporate,United States,Mason,45040,East,FUR-FU-10002253,,,"Array Parchment Paper, Assorted Colors"
9870,CA-2014-114195,11/01/2014,Office Supplies,Binders,3.13,2,0.7,-2.61,Ohio,1.566,High Discount,Revenue Leakage,03/11/2014,First Class,EA-14035,Erin Ashbrook,Corporate,United States,Mason,45040,East,OFF-BI-10000494,,,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive
9871,CA-2014-114195,11/01/2014,Office Supplies,Binders,22.43,3,0.7,-17.94,Ohio,7.476,High Discount,Revenue Leakage,03/11/2014,First Class,EA-14035,Erin Ashbrook,Corporate,United States,Mason,45040,East,OFF-BI-10001658,,,Plastic Binding Combs
1792,CA-2014-120474,12/01/2014,Furniture,Chairs,2807.84,8,0,673.88,Wisconsin,350.98,Normal,Normal,03/12/2014,First Class,RP-19390,Resi Pölking,Consumer,United States,Madison,53711,Central,FUR-CH-10001854,,,Prang Dustless Chalk Sticks
1793,CA-2014-120474,12/01/2014,Office Supplies,Art,46.64,4,0,12.59,Wisconsin,11.66,Normal,Normal,03/12/2014,First Class,RP-19390,Resi Pölking,Consumer,United States,Madison,53711,Central,OFF-AR-10000475,,,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack"
2076,CA-2014-131051,12/01/2014,Furniture,Furnishings,58.20,3,0,28.52,California,19.4,Normal,Normal,05/12/2014,Standard Class,TR-21325,Toby Ritter,Consumer,United States,San Francisco,94122,West,FUR-FU-10001861,,,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11"""
3199,CA-2014-131527,12/01/2014,Technology,Phones,95.97,4,0.2,9.60,North Carolina,23.992,Normal,Normal,07/12/2014,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,Jacksonville,28540,South,TEC-PH-10001644,,,Xerox 1943
4492,CA-2014-150798,12/01/2014,Technology,Copiers,659.99,2,0.4,110.00,Ohio,329.994,High Discount,Normal,03/12/2014,Second Class,JK-15730,Joe Kamberova,Consumer,United States,Columbus,43229,East,TEC-CO-10001571,,,Luxo Economy Swing Arm Lamp
4493,CA-2014-150798,12/01/2014,Furniture,Furnishings,8.13,2,0.2,1.42,Ohio,4.064,Normal,Normal,03/12/2014,Second Class,JK-15730,Joe Kamberova,Consumer,United States,Columbus,43229,East,FUR-FU-10000221,,,"Global Value Mid-Back Manager's Chair, Gray"
4494,CA-2014-150798,12/01/2014,Office Supplies,Paper,36.29,7,0.2,12.70,Ohio,5.184,Normal,Normal,03/12/2014,Second Class,JK-15730,Joe Kamberova,Consumer,United States,Columbus,43229,East,OFF-PA-10001972,,,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige"
4495,CA-2014-150798,12/01/2014,Furniture,Chairs,909.72,6,0.3,-51.98,Ohio,151.62,Normal,Revenue Leakage,03/12/2014,Second Class,JK-15730,Joe Kamberova,Consumer,United States,Columbus,43229,East,FUR-CH-10000015,,,netTALK DUO VoIP Telephone Service
4905,US-2014-161613,12/01/2014,Furniture,Chairs,674.06,3,0.3,-19.26,Texas,224.686,Normal,Revenue Leakage,03/12/2014,Second Class,MC-17605,Matt Connell,Corporate,United States,Houston,77070,Central,FUR-CH-10003746,,,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate"
8004,CA-2014-143210,12/01/2014,Technology,Phones,271.90,2,0,78.85,Massachusetts,135.95,Normal,Normal,03/12/2014,First Class,AA-10645,Anna Andreadi,Consumer,United States,Lowell,1852,East,TEC-PH-10004434,,,Avery Binding System Hidden Tab Executive Style Index Sets
8005,CA-2014-143210,12/01/2014,Furniture,Furnishings,45.84,3,0,15.59,Massachusetts,15.28,Normal,Normal,03/12/2014,First Class,AA-10645,Anna Andreadi,Consumer,United States,Lowell,1852,East,FUR-FU-10003878,,,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16"""
8006,CA-2014-143210,12/01/2014,Furniture,Furnishings,9.82,2,0,3.24,Massachusetts,4.91,Normal,Normal,03/12/2014,First Class,AA-10645,Anna Andreadi,Consumer,United States,Lowell,1852,East,FUR-FU-10002268,,,High-Back Leather Manager's Chair
764,CA-2014-162775,13/01/2014,Office Supplies,Envelopes,11.36,2,0,5.34,Louisiana,5.68,Normal,Normal,15/01/2014,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,71111,South,OFF-EN-10001990,,,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48"""
765,CA-2014-162775,13/01/2014,Office Supplies,Envelopes,50.94,3,0,25.47,Louisiana,16.98,Normal,Normal,15/01/2014,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,71111,South,OFF-EN-10001532,,,Safco Industrial Wire Shelving System
766,CA-2014-162775,13/01/2014,Technology,Accessories,646.74,6,0,258.70,Louisiana,107.79,Normal,Normal,15/01/2014,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,71111,South,TEC-AC-10003174,,,Economy Binders
767,CA-2014-162775,13/01/2014,Office Supplies,Binders,5.64,3,0,2.71,Louisiana,1.88,Normal,Normal,15/01/2014,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,71111,South,OFF-BI-10004187,,,"6"" Cubicle Wall Clock, Black"
768,CA-2014-162775,13/01/2014,Office Supplies,Storage,572.58,6,0,34.35,Louisiana,95.43,Normal,Normal,15/01/2014,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,71111,South,OFF-ST-10000025,,,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h"
2979,CA-2014-109232,13/01/2014,Furniture,Chairs,545.94,6,0,87.35,South Carolina,90.99,Normal,Normal,16/01/2014,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,Mount Pleasant,29464,South,FUR-CH-10000422,,,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak"
4938,CA-2014-157147,13/01/2014,Office Supplies,Storage,1325.85,5,0,238.65,California,265.17,Normal,Normal,18/01/2014,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,94109,West,OFF-ST-10000078,,,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators"
4939,CA-2014-157147,13/01/2014,Furniture,Bookcases,334.00,3,0.15,3.93,California,111.333,Normal,Normal,18/01/2014,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,94109,West,FUR-BO-10003034,,,Avery Heavy-Duty EZD  Binder With Locking Rings
4940,CA-2014-157147,13/01/2014,Office Supplies,Art,19.90,5,0,6.57,California,3.98,Normal,Normal,18/01/2014,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,94109,West,OFF-AR-10003514,,,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind"
9629,CA-2014-118192,13/01/2014,Office Supplies,Paper,37.41,7,0.2,13.09,Ohio,5.344,Normal,Normal,18/01/2014,Standard Class,MM-17920,Michael Moore,Consumer,United States,Newark,43055,East,OFF-PA-10002947,,,"Sortfiler Multipurpose Personal File Organizer, Black"
9630,CA-2014-118192,13/01/2014,Office Supplies,Binders,3.44,2,0.7,-2.52,Ohio,1.719,High Discount,Revenue Leakage,18/01/2014,Standard Class,MM-17920,Michael Moore,Consumer,United States,Newark,43055,East,OFF-BI-10003476,,,Jet-Pak Recycled Peel 'N' Seal Padded Mailers
6475,CA-2014-149524,14/01/2014,Furniture,Bookcases,61.96,4,0.5,-53.29,Pennsylvania,15.49,High Discount,Revenue Leakage,15/01/2014,First Class,BS-11590,Brendan Sweed,Corporate,United States,Philadelphia,19140,East,FUR-BO-10003433,,,Safco Industrial Wire Shelving
1914,CA-2014-103366,15/01/2014,Technology,Accessories,149.95,5,0,65.98,Georgia,29.99,Normal,Normal,17/01/2014,First Class,EH-13990,Erica Hackney,Consumer,United States,Roswell,30076,South,TEC-AC-10003628,,,Novimex Swivel Fabric Task Chair
971,CA-2014-115791,16/01/2014,Furniture,Furnishings,127.10,6,0.2,28.60,Pennsylvania,21.184,Normal,Normal,18/01/2014,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,19134,East,FUR-FU-10001095,,,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired
972,CA-2014-115791,16/01/2014,Technology,Phones,124.20,3,0.4,-31.05,Pennsylvania,41.4,High Discount,Revenue Leakage,18/01/2014,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,19134,East,TEC-PH-10004614,,,Avery 511
973,CA-2014-115791,16/01/2014,Office Supplies,Binders,18.59,2,0.7,-13.63,Pennsylvania,9.294,High Discount,Revenue Leakage,18/01/2014,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,19134,East,OFF-BI-10001575,,,Eldon Portable Mobile Manager
974,CA-2014-115791,16/01/2014,Office Supplies,Labels,30.07,3,0.2,10.15,Pennsylvania,10.024,Normal,Normal,18/01/2014,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,19134,East,OFF-LA-10001074,,,Turquoise Lead Holder with Pocket Clip
5365,CA-2014-123477,18/01/2014,Office Supplies,Appliances,64.86,4,0.2,6.49,Oregon,16.216,Normal,Normal,21/01/2014,Second Class,DW-13195,David Wiener,Corporate,United States,Springfield,97477,West,OFF-AP-10000692,,,Panasonic Kx-TS550
5463,CA-2014-146591,19/01/2014,Office Supplies,Binders,32.34,10,0.7,-23.72,Arizona,3.234,High Discount,Revenue Leakage,20/01/2014,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,85254,West,OFF-BI-10003676,,,Xerox 1995
5464,CA-2014-146591,19/01/2014,Office Supplies,Paper,56.06,4,0.2,19.62,Arizona,14.016,Normal,Normal,20/01/2014,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,85254,West,OFF-PA-10000659,,,Xerox 1999
5465,CA-2014-146591,19/01/2014,Office Supplies,Envelopes,108.72,5,0.2,36.69,Arizona,21.744,Normal,Normal,20/01/2014,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,85254,West,OFF-EN-10002504,,,"Seth Thomas 13 1/2"" Wall Clock"
5466,CA-2014-146591,19/01/2014,Furniture,Bookcases,181.47,5,0.7,-320.60,Arizona,36.294,High Discount,Revenue Leakage,20/01/2014,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,85254,West,FUR-BO-10001972,,,Ibico Standard Transparent Covers
1122,US-2014-147627,20/01/2014,Technology,Phones,699.93,7,0,181.98,Arkansas,99.99,Normal,Normal,26/01/2014,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,72401,South,TEC-PH-10001061,,,Flexible Leather- Look Classic Collection Ring Binder
